45.420609,-122.675671
45.419388,-122.665197
45.420703,-122.675152
45.420217,-122.67307
45.420411,-122.67268
45.363509,-122.593886
45.384645,-122.602873
45.38472,-122.60319
45.384046,-122.601099
45.38414,-122.601137
45.385893,-122.604724
45.385908,-122.604963
45.384222,-122.598181
45.384203,-122.597396
45.54267,-122.569774
45.543152,-122.570032
45.545655,-122.570035
45.520284,-123.044484
45.520994,-123.059167
45.52097,-123.056836
45.520985,-123.054208
45.520981,-123.051781
45.52046,-123.047696
45.521026,-123.067234
45.588584,-122.711677
45.587746,-122.705606
45.587769,-122.707831
45.587877,-122.707734
45.58777,-122.71025
45.587885,-122.710217
45.559061,-122.661064
45.559046,-122.654736
45.559165,-122.654485
45.559046,-122.652745
45.559153,-122.652531
45.559032,-122.649877
45.559157,-122.649524
45.559041,-122.646899
45.55912,-122.64668
45.559009,-122.641042
45.559117,-122.640805
45.559,-122.637997
45.559091,-122.637779
45.45854,-122.592013
45.458637,-122.591826
45.559067,-122.65667
45.559153,-122.656451
45.566631,-122.674812
45.566135,-122.674991
45.558897,-122.674919
45.558749,-122.67512
45.557073,-122.674851
45.556627,-122.675025
45.573291,-122.674735
45.573495,-122.67494
45.575048,-122.674715
45.575193,-122.67491
45.571672,-122.674756
45.571831,-122.674942
45.562956,-122.674874
45.56241,-122.675036
45.576941,-122.67489
45.570318,-122.674768
45.569639,-122.67498
45.576869,-122.674693
45.476406,-122.809463
45.476401,-122.81212
45.476537,-122.81232
45.476366,-122.805796
45.476549,-122.805243
45.476379,-122.817344
45.47658,-122.817005
45.476381,-122.824755
45.476526,-122.809236
45.476402,-122.819245
45.476545,-122.819677
45.476395,-122.821335
45.476557,-122.821376
45.5567,-122.703878
45.579391,-122.644007
45.376432,-122.598823
45.3766,-122.598664
45.377061,-122.596965
45.377232,-122.596822
45.3777,-122.595057
45.377864,-122.594889
45.380385,-122.586848
45.38057,-122.586677
45.379322,-122.590089
45.379553,-122.589754
45.37596,-122.600892
45.378217,-122.593418
45.378434,-122.593186
45.381391,-122.583812
45.382088,-122.583411
45.503632,-122.679102
45.503812,-122.678451
45.518534,-123.115448
45.420841,-122.665113
45.452501,-122.723412
45.447685,-122.729368
45.445113,-122.733645
45.444873,-122.733515
45.487059,-122.682757
45.487677,-122.682515
45.462586,-122.702772
45.456526,-122.713429
45.458724,-122.709491
45.458449,-122.710493
45.456755,-122.713532
45.462404,-122.703653
45.453229,-122.721559
45.465719,-122.697895
45.491186,-122.677725
45.491037,-122.678566
45.502083,-122.681478
45.502494,-122.68204
45.496002,-122.678366
45.495933,-122.678004
45.45104,-122.727302
45.450895,-122.727084
45.467494,-122.694279
45.476747,-122.679797
45.47748,-122.679657
45.444197,-122.736505
45.444329,-122.736891
45.497348,-122.679119
45.497756,-122.679074
45.45963,-122.708465
45.471217,-122.686158
45.470919,-122.684976
45.46085,-122.706299
45.499066,-122.679787
45.498602,-122.679812
45.500753,-122.680756
45.500985,-122.681148
45.470468,-122.689602
45.468799,-122.692526
45.467022,-122.695625
45.465585,-122.697572
45.471449,-122.680575
45.471567,-122.680911
45.459913,-122.707433
45.446006,-122.730909
45.446239,-122.730142
45.44298,-122.742702
45.454552,-122.71739
45.521371,-122.804301
45.52288,-122.805535
45.512534,-122.756523
45.509866,-122.76171
45.51042,-122.761308
45.509082,-122.773609
45.522025,-122.804718
45.508716,-122.767925
45.511132,-122.760108
45.51142,-122.759947
45.515763,-122.752319
45.515366,-122.753601
45.508877,-122.770308
45.508719,-122.7708
45.519695,-122.801206
45.516112,-122.748978
45.516358,-122.749396
45.509035,-122.764157
45.5085,-122.767549
45.519824,-123.029547
45.501386,-122.938527
45.520209,-122.991145
45.520039,-122.937267
45.519805,-122.937277
45.519849,-123.040524
45.520046,-123.007375
45.516381,-122.871314
45.519998,-123.04452
45.520028,-123.000575
45.516157,-122.871055
45.520004,-123.059717
45.520005,-123.056772
45.520018,-123.05484
45.51598,-122.868295
45.520061,-123.047219
45.515974,-122.875877
45.516076,-122.87676
45.520168,-122.987847
45.520167,-123.040746
45.519885,-123.035414
45.520161,-123.036816
45.520154,-123.03409
45.520017,-122.949544
45.520109,-123.017137
45.519862,-123.017376
45.5201,-123.021033
45.519827,-123.020731
45.520104,-123.024875
45.51981,-123.024527
45.520149,-123.030371
45.519862,-123.032736
45.520013,-122.944319
45.51987,-122.944727
45.519991,-123.066942
45.520004,-122.941122
45.519839,-122.94067
45.520114,-122.982407
45.520081,-122.97865
45.520061,-122.97539
45.56828,-122.710853
45.568537,-122.711022
45.571264,-122.717473
45.572468,-122.719884
45.561861,-122.704051
45.562311,-122.704507
45.569644,-122.714504
45.569807,-122.714346
45.571487,-122.717561
45.565822,-122.708749
45.560333,-122.701723
45.480217,-122.704126
45.483593,-122.714813
45.483851,-122.714821
45.486948,-122.73782
45.487187,-122.74034
45.485993,-122.752023
45.486163,-122.75344
45.486019,-122.75529
45.486149,-122.764288
45.479156,-122.700834
45.481625,-122.707507
45.486616,-122.796751
45.486417,-122.797055
45.486566,-122.774371
45.486384,-122.774201
45.486239,-122.767752
45.486305,-122.760716
45.486134,-122.761143
45.486129,-122.748414
45.486369,-122.763875
45.486464,-122.74794
45.486926,-122.732185
45.487179,-122.731826
45.486436,-122.783056
45.486626,-122.782529
45.486449,-122.767982
45.486433,-122.780138
45.486627,-122.780601
45.486618,-122.786493
45.486432,-122.786863
45.486633,-122.790003
45.486413,-122.790333
45.478204,-122.697421
45.47987,-122.702192
45.480084,-122.702266
45.480449,-122.704166
45.481497,-122.707944
45.481759,-122.710514
45.482672,-122.712726
45.482897,-122.712657
45.484739,-122.717397
45.48458,-122.716451
45.48536,-122.719881
45.485564,-122.719693
45.485579,-122.722176
45.485868,-122.723023
45.486912,-122.728434
45.487107,-122.728428
45.486931,-122.734902
45.487147,-122.735361
45.487169,-122.737681
45.48696,-122.740469
45.486956,-122.7444
45.487217,-122.74395
45.486256,-122.756777
45.486048,-122.757135
45.486517,-122.771423
45.486314,-122.771211
45.486619,-122.778266
