stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
28700,BT203,CAMPUS DR & REGENT'S CIR,,38.987766,-76.939049,,
28701,BT204,UNIV BLVD & TULANE DR,,38.985397,-76.958435,,
28702,BT206,CONGRESS HGTS STA,,38.844994,-76.987984,,
28703,BT207,NAYLOR RD & GOOD HOPE,,38.859451,-76.968185,,
28704,BT208,GOOD HOPE & 14TH,,38.866886,-76.98542,,
28705,BT209,NAVY YARD (8TH & L SE),,38.87751,-76.994934,,
28706,BT21,RIVER RD & WILSON LA,,38.983692,-77.137863,,
28707,BT210,8TH & D SE (N),,38.884598,-76.994942,,
28708,BT211,8TH & H NE,,38.899933,-76.994995,,
28709,BT212,FLORIDA & NORTH CAPITOL,,38.910919,-77.009422,,
28710,BT213,FLORIDA & GEORGIA AVE NW,,38.915314,-77.019623,,
28711,BT214,REEVES CTR-U ST & 14TH NW,,38.917004,-77.031952,,
28712,BT215,ANACOSTIA STA,,38.862164,-76.995834,,
28713,BT217,DUKE ELLINGTON BRIDGE,,38.923248,-77.047211,,
28714,BT219,MORRIS & HUNTER SE,,38.858685,-76.985779,,
28715,BT22,RIVER RD & BRADLEY BLVD,,39.00235,-77.181488,,
28716,BT220,FLORIDA & 7TH NW,,38.915936,-77.021141,,
28717,BT221,MLK & U SE (GD HP RD),,38.86657,-76.989006,,
28718,BT222,GOOD HOPE & MLK,,38.867229,-76.987823,,
28719,BT223,KING STREET STA,,38.805756,-77.060974,,
28720,BT224,EISENHOWER & STOVALL ST,,38.801552,-77.073151,,
28721,BT225,HUNTINGTON STATION NORTH,,38.795303,-77.075058,,
28722,BT226,ROUTE 1 & BEACON HILL RD,,38.773582,-77.081078,,
28723,BT227,ROUTE 1 & ARLINGTON DR,,38.754925,-77.083496,,
28724,BT228,ROUTE 1 & LADSON LA,,38.740253,-77.087517,,
28725,BT229,RTE 1 & JEFF TODD,,38.717674,-77.131203,,
28726,BT23,RIVER RD & FALLS RD,,39.018902,-77.208549,,
28727,BT233,MT VERNON HWY,,38.717079,-77.132507,,
28728,BT234,NEW CARROLLTON STA (W),,38.948383,-76.872551,,
28729,BT236,DOCTORS COMM HOSPITAL,,38.981609,-76.865395,,
28730,BT237,GODDARD CORPORATE PARK,,38.991901,-76.822769,,
28731,BT239,NASA-MAIN GATE,,38.990986,-76.852913,,
28732,BT24,FALLS RD & TUCKERMAN LA,,39.050621,-77.187935,,
28733,BT241,CRESCENT & RIDGE,,39.005898,-76.891174,,
28734,BT243,MINNESOTA AVE & PENN AVE,,38.873833,-76.97023,,
28735,BT244,16TH & GOOD HOPE SE,,38.86618,-76.981903,,
28736,BT245,37TH & RIDGE RD SE,,38.887779,-76.95182,,
28737,BT246,37TH & ELY,,38.883713,-76.951454,,
28738,BT247,TEXAS & B (PLUMMER ELEM),,38.887421,-76.940369,,
28739,BT248,HAYES ST-KENILWORTH TERR,,38.900776,-76.947441,,
28740,BT249,MINNESOTA & BENNING,,38.894497,-76.949608,,
28741,BT25,FALLS RD & WOOTTON PKWY,,39.069874,-77.169914,,
28742,BT250,EAST CAPITOL & BENNING,,38.889668,-76.936661,,
28743,BT251,FITCH & 53RD SE,,38.88089,-76.92733,,
28744,BT252,FITCH & 51ST NE,,38.895386,-76.928062,,
28745,BT254,MINNESOTA & BENNING,,38.895596,-76.94873,,
28746,BT255,C & TEXAS (PLUMMER ELEM),,38.886574,-76.939552,,
28747,BT256,MINN & RIDGE (ANAC RD),,38.888554,-76.951851,,
28748,BT257,WILSON & LIVINGSTON,,38.873581,-77.140442,,
28749,BT258,PATRICK HENRY & ARL BLVD,,38.868755,-77.146706,,
28750,BT26,ROCKVILLE STA (W),,39.084549,-77.146858,,
28751,BT260,ARL BLVD & ANNANDALE RD,,38.869686,-77.17466,,
28752,BT261,ARL BLVD & CEDAR HILL RD,,38.866119,-77.207603,,
28753,BT262,FAIRVIEW & ENT MARRIOTT,,38.861874,-77.217056,,
28754,BT263,FAIRFAX HOSPITAL,,38.856701,-77.227356,,
28755,BT264,ARL BLVD & WILLIAMS DR,,38.865543,-77.234261,,
28756,BT265,FAIRFAX CIRCLE,,38.864918,-77.270264,,
28757,BT266,LEE HWY & ROUTE #123,,38.858261,-77.307373,,
28758,BT269,ARL BLVD & JAGUAR TRAIL,,38.865829,-77.207428,,
28759,BT270,7 COR(CASTL PL-CASTL RD),,38.870266,-77.155304,,
28760,BT274,18TH ST & PA AVE NW,,38.899117,-77.041641,,
28761,BT275,MCPHERSON SQ (15TH(W) & K NW),,38.902531,-77.034584,,
28762,BT276,FARRAGUT SQ,,38.899738,-77.04348,,
28763,BT279,LAFAYETTE SQ (H & MAD PL NW),,38.900208,-77.035095,,
28764,BT280,H ST & 13TH NW,,38.899933,-77.029472,,
28765,BT281,H ST & 7TH NW,,38.899811,-77.02137,,
28766,BT282,H & NORTH CAPITOL,,38.900208,-77.009583,,
28767,BT283,H & 8TH NE,,38.900227,-76.995651,,
28768,BT284,BENNING & 15TH,,38.899853,-76.981529,,
28769,BT29,RANDOLPH & PARKLAWN,,39.050941,-77.105659,,
28770,BT293,STANTON RD (19-SAVANNAH),,38.846252,-76.976952,,
28771,BT294,COLUMBIA PK & WALT REED,,38.862644,-77.087013,,
28772,BT295,COLUMBIA PK & GEO MASON,,38.858822,-77.101349,,
28773,BT296,COLUMBIA PIKE & BUCHANAN,,38.856701,-77.108528,,
28774,BT297,COLUMBIA PK & CARLIN SPR,,38.85323,-77.1222,,
28775,BT298,COLUMBIA PK & LINCOLNIA,,38.83654,-77.157051,,
28776,BT3,LANDOVER STA,,38.933544,-76.890663,,
28777,BT30,RANDOLPH & VEIRS MILL,,39.056141,-77.082565,,
28778,BT301,ANNANDALE (PATRIOT & AMER),,38.825714,-77.219254,,
28779,BT302,CULMORE (GL CA & VISTA),,38.852589,-77.14119,,
28780,BT303,PENTAGON CITY (S HAYES & 12TH),,38.86314,-77.059624,,
28781,BT304,HERITAGE DR & KILLEBREW DR,,38.819023,-77.213928,,
28782,BT308,JOHN MARR & COLUMBIA PK,,38.832691,-77.189392,,
28783,BT309,JEFFERSON ST & ROUTE 7,,38.847382,-77.118233,,
28784,BT31,GLENMONT STA,,39.062084,-77.052856,,
28785,BT310,S GREENBRIAR ST & 8TH ROAD,,38.856571,-77.11895,,
28786,BT311,PARK SPRING (DINWIDDIE & 9TH),,38.856323,-77.112549,,
28787,BT32,COLESVILLE,,39.075741,-77.00193,,
28788,BT324,LOCKWOOD & NEW HAMPSHIRE,,39.039516,-76.990936,,
28789,BT325,STEWART LA & OLD COL PK,,39.046112,-76.986275,,
28790,BT326,BROADBIRCH-PLUM ORCHARD,,39.055573,-76.957298,,
28791,BT327,BRIGGS CHANEY PARK-RIDE,,39.077282,-76.942482,,
28792,BT328,CASTLE BLVD (14000),,39.085567,-76.940475,,
28793,BT329,OLD COLUMBIA & GREENCASTLE,,39.098289,-76.944359,,
28794,BT33,NEW HAMPSHIRE & LOCKWOOD,,39.039757,-76.990646,,
28795,BT331,OLD COLUMBIA PK & E RAND,,39.062141,-76.966629,,
28796,BT332,GREENCASTLE PARK & RIDE,,39.091045,-76.930771,,
28797,BT334,OLD COL PIKE & RUXTON RD,,39.064777,-76.964836,,
28798,BT336,CRYSTAL DRIVE & ENT. WATERPARK,,38.85944,-77.049194,,
28799,BT337,P G HOSPITAL,,38.930866,-76.919746,,
28800,BT338,RT 450 & 71ST AVE,,38.946293,-76.894409,,
