stop_id,feature_name
2175,Sidewalk at stop
2175,Garbage Can
2182,Pavement at back door
2182,Schedule display
2182,Crosswalk near stop
2182,Curb ramp near stop
2182,Pavement at front door
2182,Lighting at stop
2182,Sidewalk at stop
2182,Traffic signal
2183,Schedule display
2183,Bench near stop
2183,Crosswalk near stop
2183,Curb ramp near stop
2183,Pavement at front door
2183,Lighting at stop
2183,Sidewalk at stop
2183,Traffic signal
2185,Schedule display
2185,Crosswalk near stop
2185,Curb ramp near stop
2185,Lighting at stop
2185,Sidewalk at stop
2186,Schedule display
2186,Crosswalk near stop
2186,Curb ramp near stop
2186,Pavement at front door
2186,Lighting at stop
2186,Sidewalk at stop
2195,Pavement at back door
2195,Schedule display
2195,Bench near stop
2195,Crosswalk near stop
2195,Curb ramp near stop
2195,Pavement at front door
2195,Lighting at stop
2195,Sidewalk at stop
2195,Traffic signal
2196,Pavement at back door
2196,Schedule display
2196,Crosswalk near stop
2196,Curb ramp near stop
2196,Pavement at front door
2196,Lighting at stop
2196,Sidewalk at stop
2196,Traffic signal
2208,Pavement at back door
2208,Schedule display
2208,Bench near stop
2208,Crosswalk near stop
2208,Curb ramp near stop
2208,Pavement at front door
2208,Lighting at stop
2208,Sidewalk at stop
2208,Telephone near stop
2208,Traffic signal
2209,Pavement at back door
2209,Schedule display
2209,Bench near stop
2209,Bench near stop
2209,Crosswalk near stop
2209,Curb ramp near stop
2209,Pavement at front door
2209,Shelter
2209,Sidewalk at stop
2209,Garbage Can
2209,Telephone near stop
2209,Traffic signal
2221,Pavement at back door
2221,Schedule display
2221,Bench near stop
2221,Crosswalk near stop
2221,Curb ramp near stop
2221,Pavement at front door
2221,Lighting at stop
2221,Sidewalk at stop
2221,Telephone near stop
2221,Traffic signal
2222,Pavement at back door
2222,Schedule display
2222,Bench near stop
2222,Crosswalk near stop
2222,Curb ramp near stop
2222,Pavement at front door
2222,Lighting at stop
2222,Shelter
2222,Sidewalk at stop
2222,Telephone near stop
2222,Traffic signal
2226,Pavement at back door
2226,Schedule display
2226,Bench near stop
2226,Crosswalk near stop
2226,Curb ramp near stop
2226,Pavement at front door
2226,Lighting at stop
2226,Shelter
2226,Sidewalk at stop
2226,Traffic signal
2227,Pavement at back door
2227,Schedule display
2227,Schedule display
2227,Bench near stop
2227,Crosswalk near stop
2227,Curb ramp near stop
2227,Pavement at front door
2227,Lighting at stop
2227,Shelter
2227,Sidewalk at stop
2227,Traffic signal
2230,Pavement at back door
2230,Schedule display
2230,Bench near stop
2230,Crosswalk near stop
2230,Pavement at front door
2230,Lighting at stop
2230,Sidewalk at stop
2230,Traffic signal
2231,Pavement at back door
2231,Schedule display
2231,Crosswalk near stop
2231,Pavement at front door
2231,Sidewalk at stop
2232,Pavement at back door
2232,Schedule display
2232,Bench near stop
2232,Pavement at front door
2232,Lighting at stop
2232,Sidewalk at stop
2232,Garbage Can
2233,Pavement at back door
2233,Schedule display
2233,Pavement at front door
2233,Sidewalk at stop
2234,TransitTracker sign
2234,Pavement at back door
2234,Schedule display
2234,Bench near stop
2234,Bench near stop
2234,Crosswalk near stop
2234,Curb ramp near stop
2234,Pavement at front door
2234,Lighting at stop
2234,Shelter
2234,Sidewalk at stop
2234,Garbage Can
2234,Traffic signal
2235,Pavement at back door
2235,Schedule display
2235,Bench near stop
2235,Crosswalk near stop
2235,Curb ramp near stop
2235,Pavement at front door
2235,Shelter
2235,Sidewalk at stop
2235,Garbage Can
2235,Traffic signal
2237,Pavement at back door
2237,Schedule display
2237,Bench near stop
2237,Curb ramp near stop
2237,Pavement at front door
2237,Lighting at stop
2237,Sidewalk at stop
2238,Pavement at back door
2238,Schedule display
2238,Bench near stop
2238,Curb ramp near stop
2238,Pavement at front door
2238,Sidewalk at stop
2239,Pavement at back door
2239,Schedule display
2239,Pavement at front door
2239,Sidewalk at stop
2240,Pavement at back door
2240,Schedule display
2240,Curb ramp near stop
2240,Pavement at front door
2240,Sidewalk at stop
2242,Pavement at back door
2242,Schedule display
2242,Curb ramp near stop
2242,Pavement at front door
2242,Sidewalk at stop
2243,Pavement at back door
2243,Schedule display
2243,Curb ramp near stop
2243,Pavement at front door
2243,Sidewalk at stop
2245,Pavement at back door
2245,Schedule display
2245,Pavement at front door
2245,Sidewalk at stop
2246,Pavement at back door
2246,Schedule display
2246,Bench near stop
2246,Curb ramp near stop
2246,Pavement at front door
2246,Sidewalk at stop
2247,Lighting at stop
2248,Pavement at back door
2248,Bench near stop
2248,Curb ramp near stop
2248,Pavement at front door
2248,Lighting at stop
2248,Shelter
2248,Sidewalk at stop
2249,Lighting at stop
2250,Schedule display
2252,Pavement at back door
2252,Lighting at stop
2252,Sidewalk at stop
2253,TransitTracker sign
2253,Pavement at back door
2253,Schedule display
2253,Bench near stop
2253,Curb ramp near stop
2253,Pavement at front door
2253,Lighting at stop
2253,Lighting at stop
2253,Shelter
2253,Sidewalk at stop
2253,Telephone near stop
2260,Pavement at back door
2260,Schedule display
2260,Bench near stop
2260,Crosswalk near stop
2260,Pavement at front door
2260,Lighting at stop
2260,Shelter
2260,Sidewalk at stop
2262,Pavement at back door
2262,Schedule display
2262,Bench near stop
2262,Pavement at front door
2262,Lighting at stop
2262,Sidewalk at stop
2263,Pavement at back door
2263,Schedule display
2263,Bench near stop
2263,Pavement at front door
2263,Lighting at stop
2263,Sidewalk at stop
2264,Schedule display
2264,Sidewalk at stop
2266,Pavement at back door
2266,Schedule display
2266,Pavement at front door
2266,Lighting at stop
2266,Lighting at stop
2266,Sidewalk at stop
2266,Garbage Can
2267,Pavement at back door
2267,Schedule display
2267,Bench near stop
2267,Crosswalk near stop
2267,Curb ramp near stop
2267,Pavement at front door
2267,Sidewalk at stop
2267,Telephone near stop
2267,Traffic signal
2268,Pavement at back door
2268,Schedule display
2268,Pavement at front door
2268,Sidewalk at stop
2271,Pavement at back door
2271,Schedule display
2271,Crosswalk near stop
2271,Curb ramp near stop
2271,Pavement at front door
2271,Lighting at stop
2271,Sidewalk at stop
2272,Pavement at back door
2272,Schedule display
2272,Crosswalk near stop
2272,Curb ramp near stop
2272,Pavement at front door
2272,Sidewalk at stop
2272,Traffic signal
2273,Pavement at back door
2273,Schedule display
2273,Crosswalk near stop
2273,Curb ramp near stop
2273,Pavement at front door
2273,Lighting at stop
2273,Sidewalk at stop
2273,Telephone near stop
2273,Traffic signal
2274,Pavement at back door
2274,Schedule display
2274,Curb ramp near stop
2274,Pavement at front door
2274,Lighting at stop
2274,Sidewalk at stop
2275,Pavement at back door
2275,Schedule display
2275,Bench near stop
2275,Curb ramp near stop
2275,Pavement at front door
2275,Lighting at stop
2275,Sidewalk at stop
2275,Telephone near stop
2276,Pavement at back door
2276,Schedule display
2276,Crosswalk near stop
2276,Curb ramp near stop
2276,Pavement at front door
2276,Sidewalk at stop
2277,Schedule display
2277,Curb ramp near stop
2277,Pavement at front door
2277,Lighting at stop
2277,Sidewalk at stop
2278,Pavement at back door
2278,Schedule display
2278,Bench near stop
2278,Bench near stop
2278,Crosswalk near stop
2278,Pavement at front door
2278,Lighting at stop
2278,Shelter
2278,Sidewalk at stop
2278,Garbage Can
2278,Traffic signal
2279,Pavement at back door
2279,Schedule display
2279,Bench near stop
2279,Crosswalk near stop
2279,Pavement at front door
2279,Lighting at stop
2279,Sidewalk at stop
2279,Traffic signal
2280,Schedule display
2280,Curb ramp near stop
2280,Pavement at front door
2280,Lighting at stop
2280,Sidewalk at stop
2282,Pavement at back door
2282,Schedule display
2282,Pavement at front door
2282,Sidewalk at stop
2283,Pavement at back door
2283,Schedule display
2283,Curb ramp near stop
2283,Pavement at front door
2283,Sidewalk at stop
2283,Traffic signal
2284,Pavement at back door
2284,Schedule display
2284,Bench near stop
2284,Crosswalk near stop
2284,Curb ramp near stop
2284,Pavement at front door
2284,Lighting at stop
2284,Shelter
2284,Sidewalk at stop
2284,Traffic signal
2285,Pavement at back door
2285,Schedule display
2285,Curb ramp near stop
2285,Pavement at front door
2285,Lighting at stop
2285,Sidewalk at stop
2286,Pavement at back door
2286,Schedule display
2286,Crosswalk near stop
2286,Curb ramp near stop
2286,Pavement at front door
2286,Lighting at stop
2286,Sidewalk at stop
2286,Traffic signal
2287,Pavement at back door
2287,Bench near stop
2287,Pavement at front door
2287,Sidewalk at stop
2290,Pavement at back door
2290,Schedule display
2290,Bench near stop
2290,Crosswalk near stop
2290,Curb ramp near stop
2290,Pavement at front door
2290,Sidewalk at stop
2290,Traffic signal
2291,Schedule display
2291,Curb ramp near stop
2291,Pavement at front door
2291,Lighting at stop
2291,Sidewalk at stop
2292,Pavement at back door
2292,Schedule display
2292,Pavement at front door
2292,Lighting at stop
2292,Sidewalk at stop
2295,Pavement at back door
2295,Schedule display
2295,Bench near stop
2295,Bench near stop
2295,Crosswalk near stop
2295,Curb ramp near stop
2295,Pavement at front door
2295,Lighting at stop
2295,Lighting at stop
2295,Shelter
2295,Sidewalk at stop
2295,Garbage Can
2295,Traffic signal
2296,Pavement at back door
2296,Schedule display
2296,Crosswalk near stop
2296,Curb ramp near stop
2296,Pavement at front door
2296,Lighting at stop
2296,Sidewalk at stop
2296,Traffic signal
2297,Pavement at back door
2297,Schedule display
2297,Curb ramp near stop
2297,Pavement at front door
2297,Lighting at stop
2297,Sidewalk at stop
2298,Pavement at back door
2298,Schedule display
2298,Pavement at front door
2298,Sidewalk at stop
2299,Pavement at back door
2299,Schedule display
2299,Pavement at front door
2299,Sidewalk at stop
2300,Pavement at back door
2300,Schedule display
2300,Pavement at front door
2300,Sidewalk at stop
2301,Pavement at back door
2301,Schedule display
2301,Bench near stop
2301,Curb ramp near stop
2301,Pavement at front door
2301,Sidewalk at stop
2302,Pavement at back door
2302,Schedule display
2302,Bench near stop
2302,Curb ramp near stop
2302,Pavement at front door
2302,Lighting at stop
2302,Shelter
2302,Sidewalk at stop
2303,Pavement at back door
2303,Schedule display
2303,Curb ramp near stop
2303,Pavement at front door
2303,Lighting at stop
2303,Sidewalk at stop
2305,Schedule display
2305,Crosswalk near stop
2305,Curb ramp near stop
2305,Lighting at stop
2305,Sidewalk at stop
2305,Traffic signal
2307,Pavement at back door
2307,Schedule display
2307,Bench near stop
2307,Pavement at front door
2307,Sidewalk at stop
2308,Pavement at back door
2308,Schedule display
2308,Pavement at front door
2308,Sidewalk at stop
2312,Schedule display
2315,Schedule display
2315,Curb ramp near stop
2315,Pavement at front door
2316,Schedule display
2316,Sidewalk at stop
2317,Pavement at back door
2317,Schedule display
2317,Curb ramp near stop
2317,Pavement at front door
2317,Sidewalk at stop
2320,Pavement at back door
2320,Schedule display
2320,Pavement at front door
2320,Sidewalk at stop
2322,Pavement at back door
2322,Schedule display
2322,Pavement at front door
2322,Lighting at stop
2322,Sidewalk at stop
2326,Pavement at back door
2326,Schedule display
2326,Bench near stop
2326,Pavement at front door
2326,Lighting at stop
2326,Sidewalk at stop
2327,Pavement at back door
2327,Schedule display
2327,Curb ramp near stop
2327,Pavement at front door
2327,Lighting at stop
2327,Sidewalk at stop
2330,Schedule display
2330,Pavement at front door
2330,Lighting at stop
2330,Sidewalk at stop
2331,Schedule display
2331,Pavement at front door
2331,Sidewalk at stop
2333,Schedule display
2333,Curb ramp near stop
2333,Lighting at stop
2333,Sidewalk at stop
2339,Schedule display
2339,Lighting at stop
2340,Schedule display
2340,Lighting at stop
2340,Lighting at stop
2341,Pavement at back door
2341,Schedule display
2341,Schedule display
2341,Bench near stop
2341,Crosswalk near stop
2341,Curb ramp near stop
2341,Pavement at front door
2341,Lighting at stop
2341,Shelter
2341,Sidewalk at stop
2341,Garbage Can
2341,Traffic signal
2342,Pavement at back door
2342,Schedule display
2342,Bench near stop
2342,Crosswalk near stop
2342,Curb ramp near stop
2342,Pavement at front door
2342,Lighting at stop
2342,Shelter
2342,Sidewalk at stop
2342,Garbage Can
2342,Traffic signal
2343,Pavement at back door
2343,Schedule display
2343,Bench near stop
2343,Crosswalk near stop
2343,Curb ramp near stop
2343,Pavement at front door
2343,Lighting at stop
2343,Lighting at stop
2343,Shelter
2343,Sidewalk at stop
2343,Traffic signal
2345,Pavement at back door
2345,Schedule display
2345,Curb ramp near stop
2345,Pavement at front door
2345,Sidewalk at stop
2346,Schedule display
2346,Curb ramp near stop
2346,Lighting at stop
2346,Sidewalk at stop
2349,Pavement at back door
2349,Schedule display
2349,Bench near stop
2349,Pavement at front door
2349,Shelter
2349,Sidewalk at stop
2352,Pavement at back door
2352,Schedule display
2352,Bench near stop
2352,Pavement at front door
2352,Lighting at stop
2352,Sidewalk at stop
2353,Schedule display
2354,Pavement at back door
2354,Schedule display
2354,Crosswalk near stop
2354,Curb ramp near stop
2354,Pavement at front door
2354,Lighting at stop
2354,Sidewalk at stop
2354,Traffic signal
2358,Pavement at back door
2358,Schedule display
2358,Bench near stop
2358,Pavement at front door
2358,Sidewalk at stop
2358,Traffic signal
2360,Pavement at back door
2360,Schedule display
2360,Bench near stop
2360,Pavement at front door
2360,Sidewalk at stop
2361,Pavement at back door
2361,Schedule display
2361,Bench near stop
2361,Pavement at front door
2361,Lighting at stop
2361,Sidewalk at stop
2364,Pavement at back door
2364,Schedule display
2364,Pavement at front door
2364,Sidewalk at stop
2365,Pavement at back door
2365,Schedule display
2365,Bench near stop
2365,Pavement at front door
2365,Lighting at stop
2365,Protection from the weather
2365,Sidewalk at stop
2366,TransitTracker sign
2366,Pavement at back door
2366,Schedule display
2366,Bench near stop
2366,Pavement at front door
2366,Shelter
2366,Sidewalk at stop
2367,TransitTracker sign
2367,Pavement at back door
2367,Schedule display
2367,Bench near stop
2367,Crosswalk near stop
2367,Curb ramp near stop
2367,Pavement at front door
2367,Lighting at stop
2367,Lighting at stop
2367,Shelter
2367,Sidewalk at stop
2367,Traffic signal
2368,Pavement at back door
2368,Schedule display
2368,Curb ramp near stop
2368,Pavement at front door
2368,Sidewalk at stop
2369,Pavement at back door
2369,Schedule display
2369,Curb ramp near stop
2369,Pavement at front door
2369,Lighting at stop
2369,Sidewalk at stop
2370,Pavement at back door
2370,Schedule display
2370,Pavement at front door
2370,Sidewalk at stop
2373,Schedule display
2373,Lighting at stop
2374,Pavement at back door
2374,Schedule display
2374,Crosswalk near stop
2374,Curb ramp near stop
2374,Pavement at front door
2374,Sidewalk at stop
2374,Traffic signal
2375,Pavement at back door
2375,Schedule display
2375,Bench near stop
2375,Crosswalk near stop
2375,Curb ramp near stop
2375,Pavement at front door
2375,Lighting at stop
2375,Lighting at stop
2375,Shelter
2375,Sidewalk at stop
2375,Garbage Can
2375,Traffic signal
2378,Schedule display
2379,Schedule display
2379,Lighting at stop
2380,Schedule display
2381,Bench near stop
2381,Pavement at front door
2381,Lighting at stop
2382,Schedule display
2382,Pavement at front door
2382,Lighting at stop
2383,Schedule display
2384,Lighting at stop
2385,Schedule display
2386,Pavement at back door
2386,Schedule display
2386,Pavement at front door
2386,Sidewalk at stop
2386,Traffic signal
2389,Pavement at back door
2389,Schedule display
2389,Curb ramp near stop
2389,Pavement at front door
2389,Sidewalk at stop
2390,Schedule display
2390,Lighting at stop
2391,Schedule display
2392,Schedule display
2392,Lighting at stop
2392,Sidewalk at stop
2393,Pavement at back door
2393,Schedule display
2393,Curb ramp near stop
2393,Pavement at front door
2393,Sidewalk at stop
2395,Pavement at back door
2395,Schedule display
2395,Bench near stop
2395,Crosswalk near stop
2395,Curb ramp near stop
2395,Pavement at front door
2395,Protection from the weather
2395,Sidewalk at stop
2395,Telephone near stop
2395,Traffic signal
2396,Pavement at back door
2396,Schedule display
2396,Bench near stop
2396,Crosswalk near stop
2396,Curb ramp near stop
2396,Pavement at front door
2396,Lighting at stop
2396,Sidewalk at stop
2396,Traffic signal
2397,Pavement at back door
2397,Schedule display
2397,Curb ramp near stop
2397,Pavement at front door
2397,Lighting at stop
2397,Sidewalk at stop
2398,Pavement at back door
2398,Schedule display
2398,Curb ramp near stop
2398,Pavement at front door
2398,Lighting at stop
2398,Sidewalk at stop
2399,Pavement at back door
2399,Schedule display
2399,Bench near stop
2399,Crosswalk near stop
2399,Curb ramp near stop
2399,Pavement at front door
2399,Lighting at stop
2399,Shelter
2399,Sidewalk at stop
2400,Pavement at back door
2400,Schedule display
2400,Crosswalk near stop
2400,Curb ramp near stop
2400,Pavement at front door
2400,Lighting at stop
2400,Sidewalk at stop
2401,Pavement at back door
2401,Schedule display
2401,Bench near stop
2401,Crosswalk near stop
2401,Curb ramp near stop
2401,Pavement at front door
2401,Lighting at stop
2401,Sidewalk at stop
2401,Traffic signal
2405,Pavement at back door
2405,Schedule display
2405,Curb ramp near stop
2405,Pavement at front door
2405,Sidewalk at stop
2406,Pavement at back door
2406,Schedule display
2406,Curb ramp near stop
2406,Pavement at front door
2406,Lighting at stop
2406,Sidewalk at stop
2407,Pavement at back door
2407,Schedule display
2407,Bench near stop
2407,Crosswalk near stop
2407,Pavement at front door
2407,Lighting at stop
2407,Sidewalk at stop
2407,Garbage Can
2407,Traffic signal
2408,Schedule display
2409,Schedule display
2409,Lighting at stop
2410,Schedule display
2410,Crosswalk near stop
2410,Sidewalk at stop
2410,Traffic signal
2411,TransitTracker sign
2411,Pavement at back door
2411,Schedule display
2411,Bench near stop
2411,Crosswalk near stop
2411,Curb ramp near stop
2411,Pavement at front door
2411,Lighting at stop
2411,Lighting at stop
2411,Shelter
2411,Sidewalk at stop
2411,Traffic signal
2414,Pavement at back door
2414,Schedule display
2414,Crosswalk near stop
2414,Curb ramp near stop
2414,Pavement at front door
2414,Lighting at stop
2414,Sidewalk at stop
2414,Traffic signal
2415,Pavement at back door
2415,Schedule display
2415,Crosswalk near stop
2415,Pavement at front door
2415,Lighting at stop
2415,Sidewalk at stop
2415,Traffic signal
2416,Pavement at back door
2416,Schedule display
2416,Curb ramp near stop
2416,Pavement at front door
2416,Lighting at stop
2416,Sidewalk at stop
2418,Pavement at back door
2418,Schedule display
2418,Curb ramp near stop
2418,Pavement at front door
2418,Lighting at stop
2418,Sidewalk at stop
2419,Pavement at back door
2419,Schedule display
2419,Schedule display
2419,Bench near stop
2419,Curb ramp near stop
2419,Pavement at front door
2419,Lighting at stop
2419,Lighting at stop
2419,Shelter
2419,Sidewalk at stop
2420,Pavement at back door
2420,Schedule display
2420,Crosswalk near stop
2420,Curb ramp near stop
2420,Pavement at front door
2420,Lighting at stop
2420,Protection from the weather
2420,Traffic signal
2421,Pavement at back door
2421,Schedule display
2421,Bench near stop
2421,Crosswalk near stop
2421,Curb ramp near stop
2421,Pavement at front door
2421,Lighting at stop
2421,Shelter
2421,Sidewalk at stop
2421,Traffic signal
2422,Pavement at back door
2422,Schedule display
2422,Curb ramp near stop
2422,Pavement at front door
2422,Lighting at stop
2422,Sidewalk at stop
2423,Schedule display
2423,Bench near stop
2423,Lighting at stop
2423,Sidewalk at stop
2425,Schedule display
2425,Pavement at front door
2425,Lighting at stop
2425,Sidewalk at stop
2426,Pavement at back door
2426,Schedule display
2426,Pavement at front door
2426,Lighting at stop
2426,Sidewalk at stop
2428,Pavement at back door
2428,Schedule display
2428,Crosswalk near stop
2428,Curb ramp near stop
2428,Pavement at front door
2428,Lighting at stop
2428,Sidewalk at stop
2428,Telephone near stop
2428,Traffic signal
2429,Pavement at back door
2429,Schedule display
2429,Crosswalk near stop
2429,Curb ramp near stop
2429,Pavement at front door
2429,Lighting at stop
2429,Sidewalk at stop
2429,Telephone near stop
2429,Traffic signal
2430,Schedule display
2430,Curb ramp near stop
2430,Lighting at stop
2430,Sidewalk at stop
2431,Schedule display
2431,Pavement at front door
2431,Lighting at stop
2431,Sidewalk at stop
2432,Schedule display
2432,Crosswalk near stop
2432,Curb ramp near stop
2432,Pavement at front door
2432,Lighting at stop
2432,Sidewalk at stop
2432,Telephone near stop
2432,Traffic signal
2434,Pavement at back door
2434,Schedule display
2434,Bench near stop
2434,Pavement at front door
2434,Lighting at stop
2434,Sidewalk at stop
2436,Pavement at back door
2436,Schedule display
2436,Crosswalk near stop
2436,Curb ramp near stop
2436,Pavement at front door
2436,Lighting at stop
2436,Sidewalk at stop
2436,Traffic signal
2437,Pavement at back door
2437,Schedule display
2437,Bench near stop
2437,Crosswalk near stop
2437,Curb ramp near stop
2437,Pavement at front door
2437,Lighting at stop
2437,Lighting at stop
2437,Shelter
2437,Sidewalk at stop
2437,Garbage Can
2437,Traffic signal
2438,Pavement at back door
2438,Schedule display
2438,Crosswalk near stop
2438,Pavement at front door
2438,Lighting at stop
2438,Sidewalk at stop
2438,Telephone near stop
2438,Traffic signal
2439,Pavement at back door
2439,Schedule display
2439,Bench near stop
2439,Crosswalk near stop
2439,Curb ramp near stop
2439,Pavement at front door
2439,Lighting at stop
2439,Sidewalk at stop
2439,Telephone near stop
2439,Traffic signal
2440,Pavement at back door
2440,Schedule display
2440,Bench near stop
2440,Curb ramp near stop
2440,Pavement at front door
2440,Lighting at stop
2440,Sidewalk at stop
2440,Telephone near stop
2441,Pavement at back door
2441,Schedule display
2441,Bench near stop
2441,Curb ramp near stop
2441,Pavement at front door
2441,Lighting at stop
2441,Sidewalk at stop
2441,Telephone near stop
2442,Pavement at back door
2442,Schedule display
2442,Pavement at front door
2442,Lighting at stop
2442,Sidewalk at stop
2443,Schedule display
2443,Bench near stop
2443,Curb ramp near stop
2443,Pavement at front door
2443,Lighting at stop
2443,Shelter
2443,Sidewalk at stop
2445,Pavement at back door
2445,Schedule display
2445,Curb ramp near stop
2445,Pavement at front door
2445,Lighting at stop
2445,Sidewalk at stop
2446,Pavement at back door
2446,Schedule display
2446,Bench near stop
2446,Curb ramp near stop
2446,Pavement at front door
2446,Lighting at stop
2446,Sidewalk at stop
2448,Pavement at back door
2448,Schedule display
2448,Curb ramp near stop
2448,Pavement at front door
2448,Lighting at stop
2448,Sidewalk at stop
2448,Telephone near stop
2450,Pavement at back door
2450,Schedule display
2450,Crosswalk near stop
2450,Curb ramp near stop
2450,Pavement at front door
2450,Lighting at stop
2450,Sidewalk at stop
2450,Traffic signal
2451,Pavement at back door
2451,Schedule display
2451,Crosswalk near stop
2451,Curb ramp near stop
2451,Pavement at front door
2451,Lighting at stop
2451,Sidewalk at stop
2451,Traffic signal
2452,Pavement at back door
2452,Schedule display
2452,Curb ramp near stop
2452,Pavement at front door
2452,Lighting at stop
2452,Sidewalk at stop
2453,Pavement at back door
2453,Schedule display
2453,Curb ramp near stop
2453,Pavement at front door
2453,Lighting at stop
2453,Sidewalk at stop
2454,Pavement at back door
2454,Schedule display
2454,Curb ramp near stop
2454,Pavement at front door
2454,Lighting at stop
2454,Sidewalk at stop
2455,Pavement at back door
2455,Schedule display
2455,Pavement at front door
2455,Lighting at stop
2455,Sidewalk at stop
2456,Schedule display
2456,Lighting at stop
2457,Schedule display
2458,Pavement at back door
2458,Schedule display
2458,Crosswalk near stop
2458,Pavement at front door
2458,Sidewalk at stop
2459,Schedule display
2459,Crosswalk near stop
2459,Lighting at stop
2460,Pavement at back door
2460,Schedule display
2460,Crosswalk near stop
2460,Sidewalk at stop
2460,Telephone near stop
2460,Traffic signal
2461,Lighting at stop
2462,Schedule display
2462,Lighting at stop
2463,Pavement at back door
2463,Schedule display
2463,Pavement at front door
2463,Lighting at stop
2463,Sidewalk at stop
2465,Schedule display
2466,Bench near stop
2466,Lighting at stop
2467,Sidewalk at stop
2468,Lighting at stop
2469,Lighting at stop
2470,Pavement at back door
2470,Schedule display
2470,Pavement at front door
2470,Lighting at stop
2470,Sidewalk at stop
2471,Traffic signal
2472,Lighting at stop
2473,Lighting at stop
2473,Sidewalk at stop
2474,Lighting at stop
2475,Lighting at stop
2476,Schedule display
2476,Lighting at stop
2477,Lighting at stop
2478,Schedule display
2478,Lighting at stop
2479,Lighting at stop
2480,Lighting at stop
2481,Crosswalk near stop
2481,Lighting at stop
2482,Crosswalk near stop
2482,Lighting at stop
2483,Schedule display
2483,Crosswalk near stop
2483,Lighting at stop
2484,Lighting at stop
2486,Lighting at stop
2487,Lighting at stop
2490,Schedule display
2490,Lighting at stop
2492,Schedule display
2494,Pavement at back door
2494,Schedule display
2494,Bench near stop
2494,Curb ramp near stop
2494,Pavement at front door
2494,Lighting at stop
2494,Shelter
2494,Sidewalk at stop
2496,Pavement at back door
2496,Schedule display
2496,Pavement at front door
2496,Sidewalk at stop
2498,Schedule display
2498,Crosswalk near stop
2498,Curb ramp near stop
2498,Traffic signal
2505,Schedule display
2505,Lighting at stop
2506,Lighting at stop
2510,Schedule display
2510,Lighting at stop
2512,Pavement at back door
2512,Schedule display
2512,Bench near stop
2512,Crosswalk near stop
2512,Curb ramp near stop
2512,Pavement at front door
2512,Protection from the weather
2512,Sidewalk at stop
2512,Traffic signal
2517,Pavement at back door
2517,Curb ramp near stop
2517,Pavement at front door
2517,Lighting at stop
2517,Sidewalk at stop
2520,Lighting at stop
2523,Schedule display
2524,Schedule display
2524,Pavement at front door
2524,Lighting at stop
2524,Sidewalk at stop
2525,Schedule display
2525,Lighting at stop
2526,Lighting at stop
2527,Schedule display
2527,Lighting at stop
2528,Schedule display
2528,Lighting at stop
2529,Schedule display
2529,Lighting at stop
2530,Lighting at stop
2531,Lighting at stop
2534,Pavement at back door
2534,Schedule display
2534,Crosswalk near stop
2534,Pavement at front door
2534,Lighting at stop
2534,Sidewalk at stop
2534,Traffic signal
2535,Pavement at back door
2535,Schedule display
2535,Bench near stop
2535,Crosswalk near stop
2535,Curb ramp near stop
2535,Pavement at front door
2535,Lighting at stop
2535,Shelter
2535,Sidewalk at stop
2535,Traffic signal
2537,Schedule display
2538,Schedule display
2538,Lighting at stop
2539,Pavement at back door
2539,Schedule display
2539,Crosswalk near stop
2539,Curb ramp near stop
2539,Pavement at front door
2540,Schedule display
2540,Lighting at stop
2541,Schedule display
2541,Curb ramp near stop
2541,Pavement at front door
2541,Sidewalk at stop
2542,Schedule display
2542,Lighting at stop
2542,Sidewalk at stop
2544,Schedule display
2544,Curb ramp near stop
2544,Lighting at stop
2544,Sidewalk at stop
2545,Schedule display
2545,Schedule display
2545,Curb ramp near stop
2545,Sidewalk at stop
2546,Pavement at back door
2546,Schedule display
2546,Curb ramp near stop
2546,Lighting at stop
2546,Sidewalk at stop
2547,Pavement at back door
2547,Schedule display
2547,Curb ramp near stop
2547,Sidewalk at stop
2548,Schedule display
2548,Pavement at front door
2548,Sidewalk at stop
2549,Curb ramp near stop
2549,Sidewalk at stop
2550,Schedule display
2550,Curb ramp near stop
2550,Pavement at front door
2550,Sidewalk at stop
2551,Pavement at back door
2551,Schedule display
2551,Curb ramp near stop
2551,Pavement at front door
2551,Lighting at stop
2551,Sidewalk at stop
2551,Telephone near stop
2552,Schedule display
2552,Lighting at stop
2552,Sidewalk at stop
2553,Schedule display
2553,Lighting at stop
2553,Sidewalk at stop
2554,Pavement at back door
2554,Schedule display
2554,Bench near stop
2554,Crosswalk near stop
2554,Curb ramp near stop
2554,Pavement at front door
2554,Shelter
2554,Sidewalk at stop
2554,Telephone near stop
2554,Traffic signal
2555,Schedule display
2555,Crosswalk near stop
2555,Pavement at front door
2555,Sidewalk at stop
2555,Telephone near stop
2555,Traffic signal
2557,Schedule display
2557,Curb ramp near stop
2557,Sidewalk at stop
2558,Schedule display
2558,Curb ramp near stop
2558,Pavement at front door
2558,Sidewalk at stop
2561,Schedule display
2561,Lighting at stop
2561,Sidewalk at stop
2562,Pavement at back door
2562,Schedule display
2562,Bench near stop
2562,Curb ramp near stop
2562,Pavement at front door
2562,Lighting at stop
2562,Sidewalk at stop
2563,Pavement at back door
2563,Schedule display
2563,Crosswalk near stop
2563,Curb ramp near stop
2563,Pavement at front door
2563,Lighting at stop
2563,Sidewalk at stop
2563,Traffic signal
2564,Pavement at back door
2564,Schedule display
2564,Crosswalk near stop
2564,Curb ramp near stop
2564,Pavement at front door
2564,Sidewalk at stop
