stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,direction,position
2,2,A Ave & Chandler,ae avenue & chandler,Eastbound stop in Lake Oswego (Stop ID 2),45.420609,-122.675671,B,https://trimet.org/home/stop/2,0,,East,Nearside
3,3,A Ave & Second St,ae avenue & second street,Eastbound stop in Lake Oswego (Stop ID 3),45.419388,-122.665197,B,https://trimet.org/home/stop/3,0,,East,Farside
4,4,A Ave & 10th St,ae avenue & 10th street,Westbound stop in Lake Oswego (Stop ID 4),45.420703,-122.675152,B,https://trimet.org/home/stop/4,0,,West,Nearside
6,6,A Ave & 8th St,ae avenue & 8th street,Eastbound stop in Lake Oswego (Stop ID 6),45.420217,-122.67307,B,https://trimet.org/home/stop/6,0,,East,Nearside
7,7,A Ave & 8th St,ae avenue & 8th street,Westbound stop in Lake Oswego (Stop ID 7),45.420411,-122.67268,B,https://trimet.org/home/stop/7,0,,West,Nearside
8,8,900 Block Abernethy,900 block abernethy,Eastbound stop in Oregon City (Stop ID 8),45.363509,-122.593886,B,https://trimet.org/home/stop/8,0,,East,At
9,9,Abernethy & Barclay,abernethy & barclay,Northbound stop in Gladstone (Stop ID 9),45.384645,-122.602873,B,https://trimet.org/home/stop/9,0,,North,Nearside
10,10,Abernethy & Barclay,abernethy & barclay,Southbound stop in Gladstone (Stop ID 10),45.38472,-122.60319,B,https://trimet.org/home/stop/10,0,,South,Opposite
11,11,Abernethy & Beatrice,abernethy & beatrice,Eastbound stop in Gladstone (Stop ID 11),45.384046,-122.601099,B,https://trimet.org/home/stop/11,0,,East,Farside
12,12,Abernethy & Center,abernethy & center,Westbound stop in Gladstone (Stop ID 12),45.38414,-122.601137,B,https://trimet.org/home/stop/12,0,,West,Nearside
13,13,Abernethy & Duniway,abernethy & done-away,Northbound stop in Gladstone (Stop ID 13),45.385893,-122.604724,B,https://trimet.org/home/stop/13,0,,North,Nearside
14,14,Abernethy & Duniway,abernethy & done-away,Southbound stop in Gladstone (Stop ID 14),45.385908,-122.604963,B,https://trimet.org/home/stop/14,0,,South,Opposite
16,16,Abernethy & Portland Ave,abernethy & portland avenue,Westbound stop in Gladstone (Stop ID 16),45.384222,-122.598181,B,https://trimet.org/home/stop/16,0,,West,Farside
17,17,Abernethy & Portland Ave,abernethy & portland avenue,Eastbound stop in Gladstone (Stop ID 17),45.384203,-122.597396,B,https://trimet.org/home/stop/17,0,,East,Nearside
20,20,2800 Block NE 92nd,twenty-eight-hundred block northeast ninetee-second,Northbound stop in Portland (Stop ID 20),45.54267,-122.569774,B,https://trimet.org/home/stop/20,0,,North,At
21,21,2800 Block NE 92nd,twenty-eight-hundred block northeast ninetee-second,Southbound stop in Portland (Stop ID 21),45.543152,-122.570032,B,https://trimet.org/home/stop/21,0,,South,At
26,26,NE 92nd & Hill,northeast ninetee-second & hill,Southbound stop in Portland (Stop ID 26),45.545655,-122.570035,B,https://trimet.org/home/stop/26,0,,South,Nearside
28,28,2200 Block Baseline,twenty-two-hundred block baseline,Westbound stop in Cornelius (Stop ID 28),45.520284,-123.044484,B,https://trimet.org/home/stop/28,0,,West,At
30,30,N Adair & 10th,north adair & 10th,Westbound stop in Cornelius (Stop ID 30),45.520994,-123.059167,B,https://trimet.org/home/stop/30,0,,West,Nearside
31,31,N Adair & 12th,north adair & 12th,Westbound stop in Cornelius (Stop ID 31),45.52097,-123.056836,B,https://trimet.org/home/stop/31,0,,West,Nearside
32,32,N Adair & 14th,north adair & 14th,Westbound stop in Cornelius (Stop ID 32),45.520985,-123.054208,B,https://trimet.org/home/stop/32,0,,West,Nearside
33,33,N Adair & 17th,north adair & 17th,Westbound stop in Cornelius (Stop ID 33),45.520981,-123.051781,B,https://trimet.org/home/stop/33,0,,West,Farside
34,34,N Adair & 20th,north adair & 20th,Westbound stop in Cornelius (Stop ID 34),45.52046,-123.047696,B,https://trimet.org/home/stop/34,0,,West,Farside
35,35,N Adair & 4th,north adair & 4th,Westbound stop in Cornelius (Stop ID 35),45.521026,-123.067234,B,https://trimet.org/home/stop/35,0,,West,Farside
40,40,N Trenton & Alaska,north trenton & alaska,Eastbound stop in Portland (Stop ID 40),45.588584,-122.711677,B,https://trimet.org/home/stop/40,0,,East,Nearside
41,41,N Alaska & Chautauqua,north alaska & chautauqua,Eastbound stop in Portland (Stop ID 41),45.587746,-122.705606,B,https://trimet.org/home/stop/41,0,,East,Nearside
42,42,N Alaska & Chautauqua Pl,north alaska & chautauqua place,Eastbound stop in Portland (Stop ID 42),45.587769,-122.707831,B,https://trimet.org/home/stop/42,0,,East,Opposite
43,43,N Alaska & Chautauqua Pl,north alaska & chautauqua place,Westbound stop in Portland (Stop ID 43),45.587877,-122.707734,B,https://trimet.org/home/stop/43,0,,West,Nearside
44,44,N Alaska & Foss,north alaska & foss,Eastbound stop in Portland (Stop ID 44),45.58777,-122.71025,B,https://trimet.org/home/stop/44,0,,East,Opposite
45,45,N Alaska & University Park,north alaska & university park,Westbound stop in Portland (Stop ID 45),45.587885,-122.710217,B,https://trimet.org/home/stop/45,0,,West,Opposite
46,46,NE Alberta & M L King,northeast alberta & martin luther king,Eastbound stop in Portland (Stop ID 46),45.559061,-122.661064,B,https://trimet.org/home/stop/46,0,,East,Farside
48,48,NE Alberta & 11th,northeast alberta & 11th,Eastbound stop in Portland (Stop ID 48),45.559046,-122.654736,B,https://trimet.org/home/stop/48,0,,East,Nearside
49,49,NE Alberta & 11th,northeast alberta & 11th,Westbound stop in Portland (Stop ID 49),45.559165,-122.654485,B,https://trimet.org/home/stop/49,0,,West,Nearside
50,50,NE Alberta & 13th,northeast alberta & 13th,Eastbound stop in Portland (Stop ID 50),45.559046,-122.652745,B,https://trimet.org/home/stop/50,0,,East,Nearside
51,51,NE Alberta & 13th,northeast alberta & 13th,Westbound stop in Portland (Stop ID 51),45.559153,-122.652531,B,https://trimet.org/home/stop/51,0,,West,Nearside
52,52,NE Alberta & 15th,northeast alberta & 15th,Eastbound stop in Portland (Stop ID 52),45.559032,-122.649877,B,https://trimet.org/home/stop/52,0,,East,Nearside
53,53,NE Alberta & 15th,northeast alberta & 15th,Westbound stop in Portland (Stop ID 53),45.559157,-122.649524,B,https://trimet.org/home/stop/53,0,,West,Nearside
54,54,NE Alberta & 18th,northeast alberta & 18th,Eastbound stop in Portland (Stop ID 54),45.559041,-122.646899,B,https://trimet.org/home/stop/54,0,,East,Nearside
55,55,NE Alberta & 18th,northeast alberta & 18th,Westbound stop in Portland (Stop ID 55),45.55912,-122.64668,B,https://trimet.org/home/stop/55,0,,West,Nearside
60,60,NE Alberta & 24th,northeast alberta & 24th,Eastbound stop in Portland (Stop ID 60),45.559009,-122.641042,B,https://trimet.org/home/stop/60,0,,East,Nearside
61,61,NE Alberta & 24th,northeast alberta & 24th,Westbound stop in Portland (Stop ID 61),45.559117,-122.640805,B,https://trimet.org/home/stop/61,0,,West,Nearside
63,63,NE Alberta & 27th,northeast alberta & 27th,Eastbound stop in Portland (Stop ID 63),45.559,-122.637997,B,https://trimet.org/home/stop/63,0,,East,Nearside
64,64,NE Alberta & 27th,northeast alberta & 27th,Westbound stop in Portland (Stop ID 64),45.559091,-122.637779,B,https://trimet.org/home/stop/64,0,,West,Nearside
67,67,SE Alberta & 70th,southeast alberta & 70th,Eastbound stop in Clackamas Co. (Stop ID 67),45.45854,-122.592013,B,https://trimet.org/home/stop/67,0,,East,Opposite
68,68,SE Alberta & 70th,southeast alberta & 70th,Westbound stop in Clackamas Co. (Stop ID 68),45.458637,-122.591826,B,https://trimet.org/home/stop/68,0,,West,Nearside
69,69,NE Alberta & 9th,northeast alberta & 9th,Eastbound stop in Portland (Stop ID 69),45.559067,-122.65667,B,https://trimet.org/home/stop/69,0,,East,Nearside
70,70,NE Alberta & 9th,northeast alberta & 9th,Westbound stop in Portland (Stop ID 70),45.559153,-122.656451,B,https://trimet.org/home/stop/70,0,,West,Nearside
71,71,N Albina & Ainsworth,north al-beina & ains-worth,Northbound stop in Portland (Stop ID 71),45.566631,-122.674812,B,https://trimet.org/home/stop/71,0,,North,Farside
72,72,N Albina & Ainsworth,north al-beina & ains-worth,Southbound stop in Portland (Stop ID 72),45.566135,-122.674991,B,https://trimet.org/home/stop/72,0,,South,Farside
73,73,N Albina & Alberta,north al-beina & alberta,Northbound stop in Portland (Stop ID 73),45.558897,-122.674919,B,https://trimet.org/home/stop/73,0,,North,Nearside
74,74,N Albina & Alberta,north al-beina & alberta,Southbound stop in Portland (Stop ID 74),45.558749,-122.67512,B,https://trimet.org/home/stop/74,0,,South,Farside
76,76,N Albina & Blandena,north al-beina & blandeana,Northbound stop in Portland (Stop ID 76),45.557073,-122.674851,B,https://trimet.org/home/stop/76,0,,North,Farside
77,77,N Albina & Blandena,north al-beina & blandeana,Southbound stop in Portland (Stop ID 77),45.556627,-122.675025,B,https://trimet.org/home/stop/77,0,,South,Farside
78,78,N Albina & Bryant,north al-beina & bryant,Northbound stop in Portland (Stop ID 78),45.573291,-122.674735,B,https://trimet.org/home/stop/78,0,,North,Nearside
79,79,N Albina & Bryant,north al-beina & bryant,Southbound stop in Portland (Stop ID 79),45.573495,-122.67494,B,https://trimet.org/home/stop/79,0,,South,Nearside
80,80,N Albina & Buffalo,north al-beina & buffalo,Northbound stop in Portland (Stop ID 80),45.575048,-122.674715,B,https://trimet.org/home/stop/80,0,,North,Nearside
81,81,N Albina & Buffalo,north al-beina & buffalo,Southbound stop in Portland (Stop ID 81),45.575193,-122.67491,B,https://trimet.org/home/stop/81,0,,South,Nearside
82,82,N Albina & Dekum,north al-beina & deekum,Northbound stop in Portland (Stop ID 82),45.571672,-122.674756,B,https://trimet.org/home/stop/82,0,,North,Nearside
83,83,N Albina & Dekum,north al-beina & deekum,Southbound stop in Portland (Stop ID 83),45.571831,-122.674942,B,https://trimet.org/home/stop/83,0,,South,Nearside
88,88,N Albina & Killingsworth,north al-beina & killings worth,Northbound stop in Portland (Stop ID 88),45.562956,-122.674874,B,https://trimet.org/home/stop/88,0,,North,Farside
89,89,N Albina & Killingsworth,north al-beina & killings worth,Southbound stop in Portland (Stop ID 89),45.56241,-122.675036,B,https://trimet.org/home/stop/89,0,,South,Farside
90,90,N Albina & Lombard St,north al-beina & lombard street,Southbound stop in Portland (Stop ID 90),45.576941,-122.67489,B,https://trimet.org/home/stop/90,0,,South,Farside
91,91,N Albina & Rosa Parks Way,north al-beina & rosa parks way,Northbound stop in Portland (Stop ID 91),45.570318,-122.674768,B,https://trimet.org/home/stop/91,0,,North,Farside
92,92,N Albina & Rosa Parks Way,north al-beina & rosa parks way,Southbound stop in Portland (Stop ID 92),45.569639,-122.67498,B,https://trimet.org/home/stop/92,0,,South,Farside
93,93,N Albina & Lombard St,north al-beina & lombard street,Northbound stop in Portland (Stop ID 93),45.576869,-122.674693,B,https://trimet.org/home/stop/93,0,,North,Nearside
99,99,SW Allen & Dale,southwest allen & dale,Eastbound stop in Beaverton (Stop ID 99),45.476406,-122.809463,B,https://trimet.org/home/stop/99,0,,East,Nearside
100,100,SW Allen & Erickson,southwest allen & erickson,Eastbound stop in Beaverton (Stop ID 100),45.476401,-122.81212,B,https://trimet.org/home/stop/100,0,,East,Nearside
101,101,SW Allen & Erickson,southwest allen & erickson,Westbound stop in Beaverton (Stop ID 101),45.476537,-122.81232,B,https://trimet.org/home/stop/101,0,,West,Farside
102,102,SW Allen & Hall,southwest allen & hall,Eastbound stop in Beaverton (Stop ID 102),45.476366,-122.805796,B,https://trimet.org/home/stop/102,0,,East,Nearside
103,103,SW Allen & Hall,southwest allen & hall,Westbound stop in Beaverton (Stop ID 103),45.476549,-122.805243,B,https://trimet.org/home/stop/103,0,,West,Nearside
104,104,SW Allen & Menlo,southwest allen & menlo,Eastbound stop in Beaverton (Stop ID 104),45.476379,-122.817344,B,https://trimet.org/home/stop/104,0,,East,Nearside
105,105,SW Allen & Menlo,southwest allen & menlo,Westbound stop in Beaverton (Stop ID 105),45.47658,-122.817005,B,https://trimet.org/home/stop/105,0,,West,Nearside
106,106,SW Allen & Murray,southwest allen & murray,Eastbound stop in Beaverton (Stop ID 106),45.476381,-122.824755,B,https://trimet.org/home/stop/106,0,,East,Farside
108,108,SW Allen & Taralynn,southwest allen & taralynn,Westbound stop in Beaverton (Stop ID 108),45.476526,-122.809236,B,https://trimet.org/home/stop/108,0,,West,Farside
111,111,SW Allen & Wilson,southwest allen & wilson,Eastbound stop in Beaverton (Stop ID 111),45.476402,-122.819245,B,https://trimet.org/home/stop/111,0,,East,Nearside
112,112,SW Allen & Wilson,southwest allen & wilson,Westbound stop in Beaverton (Stop ID 112),45.476545,-122.819677,B,https://trimet.org/home/stop/112,0,,West,Opposite
113,113,SW Allen & 141st,southwest allen & 141st,Eastbound stop in Beaverton (Stop ID 113),45.476395,-122.821335,B,https://trimet.org/home/stop/113,0,,East,Opposite
114,114,SW Allen & 141st,southwest allen & 141st,Westbound stop in Beaverton (Stop ID 114),45.476557,-122.821376,B,https://trimet.org/home/stop/114,0,,West,Nearside
115,115,N Anchor & Channel,north anchor & channel,Eastbound stop in Portland (Stop ID 115),45.5567,-122.703878,B,https://trimet.org/home/stop/115,0,,East,Nearside
118,118,NE 21st & Argyle,northeast 21st & argyle,Southbound stop in Portland (Stop ID 118),45.579391,-122.644007,B,https://trimet.org/home/stop/118,0,,South,Farside
121,121,W Arlington & Barton,west arlington & barton,Eastbound stop in Gladstone (Stop ID 121),45.376432,-122.598823,B,https://trimet.org/home/stop/121,0,,East,Nearside
122,122,W Arlington & Barton,west arlington & barton,Westbound stop in Gladstone (Stop ID 122),45.3766,-122.598664,B,https://trimet.org/home/stop/122,0,,West,Nearside
123,123,W Arlington & Beatrice,west arlington & beatrice,Eastbound stop in Gladstone (Stop ID 123),45.377061,-122.596965,B,https://trimet.org/home/stop/123,0,,East,Nearside
124,124,W Arlington & Beatrice,west arlington & beatrice,Westbound stop in Gladstone (Stop ID 124),45.377232,-122.596822,B,https://trimet.org/home/stop/124,0,,West,Nearside
125,125,W Arlington & Bellevue,west arlington & bellevue,Eastbound stop in Gladstone (Stop ID 125),45.3777,-122.595057,B,https://trimet.org/home/stop/125,0,,East,Nearside
126,126,W Arlington & Bellevue,west arlington & bellevue,Westbound stop in Gladstone (Stop ID 126),45.377864,-122.594889,B,https://trimet.org/home/stop/126,0,,West,Nearside
131,131,E Arlington & Cornell,east arlington & cornell,Eastbound stop in Gladstone (Stop ID 131),45.380385,-122.586848,B,https://trimet.org/home/stop/131,0,,East,Nearside
132,132,E Arlington & Cornell,east arlington & cornell,Westbound stop in Gladstone (Stop ID 132),45.38057,-122.586677,B,https://trimet.org/home/stop/132,0,,West,Nearside
133,133,E Arlington & Harvard Ave,east arlington & harvard avenue,Eastbound stop in Gladstone (Stop ID 133),45.379322,-122.590089,B,https://trimet.org/home/stop/133,0,,East,Nearside
134,134,E Arlington & Harvard Ave,east arlington & harvard avenue,Westbound stop in Gladstone (Stop ID 134),45.379553,-122.589754,B,https://trimet.org/home/stop/134,0,,West,Nearside
135,135,W Arlington & McLoughlin,west arlington & mick lofflin,Westbound stop in Gladstone (Stop ID 135),45.37596,-122.600892,B,https://trimet.org/home/stop/135,0,,West,Nearside
136,136,W Arlington & Portland Ave,west arlington & portland avenue,Eastbound stop in Gladstone (Stop ID 136),45.378217,-122.593418,B,https://trimet.org/home/stop/136,0,,East,Nearside
137,137,E Arlington & Portland Ave,east arlington & portland avenue,Westbound stop in Gladstone (Stop ID 137),45.378434,-122.593186,B,https://trimet.org/home/stop/137,0,,West,Nearside
140,140,E Arlington & 82nd Dr,east arlington & 82nd drive,Eastbound stop in Gladstone (Stop ID 140),45.381391,-122.583812,B,https://trimet.org/home/stop/140,0,,East,Nearside
141,141,82nd Dr & E Berkeley,82nd drive & east berkeley,Southbound stop in Gladstone (Stop ID 141),45.382088,-122.583411,B,https://trimet.org/home/stop/141,0,,South,Farside
142,142,SW Arthur & 1st,southwest arthur & 1st,Eastbound stop in Portland (Stop ID 142),45.503632,-122.679102,B,https://trimet.org/home/stop/142,0,,East,Nearside
143,143,SW Arthur & 1st,southwest arthur & 1st,Westbound stop in Portland (Stop ID 143),45.503812,-122.678451,B,https://trimet.org/home/stop/143,0,,West,Nearside
146,146,19th & B St,19th & b street,Eastbound stop in Forest Grove (Stop ID 146),45.518534,-123.115448,B,https://trimet.org/home/stop/146,0,,East,Farside
147,147,B Ave & Second St,b avenue & second street,Westbound stop in Lake Oswego (Stop ID 147),45.420841,-122.665113,B,https://trimet.org/home/stop/147,0,,West,Nearside
150,150,10100 Block SW Barbur,10100 block southwest barbur,Eastbound stop in Portland (Stop ID 150),45.452501,-122.723412,B,https://trimet.org/home/stop/150,0,,East,At
152,152,10700 Block SW Barbur,10700 block southwest barbur,Southbound stop in Portland (Stop ID 152),45.447685,-122.729368,B,https://trimet.org/home/stop/152,0,,South,At
153,153,11100 Block SW Barbur,11100 block southwest barbur,Westbound stop in Portland (Stop ID 153),45.445113,-122.733645,B,https://trimet.org/home/stop/153,0,,West,At
154,154,11100 Block SW Barbur,11100 block southwest barbur,Eastbound stop in Portland (Stop ID 154),45.444873,-122.733515,B,https://trimet.org/home/stop/154,0,,East,Opposite
155,155,4900 Block SW Barbur,forty-nine-hundred block southwest barbur,Southbound stop in Portland (Stop ID 155),45.487059,-122.682757,B,https://trimet.org/home/stop/155,0,,South,Opposite
156,156,4900 Block SW Barbur,forty-nine-hundred block southwest barbur,Northbound stop in Portland (Stop ID 156),45.487677,-122.682515,B,https://trimet.org/home/stop/156,0,,North,At
159,159,SW Barbur & 26th Ave,southwest barbur & 26th avenue,Eastbound stop in Portland (Stop ID 159),45.462586,-122.702772,B,https://trimet.org/home/stop/159,0,,East,Opposite
160,160,9500 Block SW Barbur,ninety-five-hundred block southwest barbur,Eastbound stop in Portland (Stop ID 160),45.456526,-122.713429,B,https://trimet.org/home/stop/160,0,,East,At
162,162,SW Barbur & Alice,southwest barbur & alice,Eastbound stop in Portland (Stop ID 162),45.458724,-122.709491,B,https://trimet.org/home/stop/162,0,,East,Farside
163,163,SW Barbur & Alice,southwest barbur & alice,Westbound stop in Portland (Stop ID 163),45.458449,-122.710493,B,https://trimet.org/home/stop/163,0,,West,Nearside
164,164,SW Barbur & Taylors Ferry,southwest barbur & taylors farey,Westbound stop in Portland (Stop ID 164),45.456755,-122.713532,B,https://trimet.org/home/stop/164,0,,West,Nearside
165,165,SW Barbur & Barbur Ct,southwest barbur & barbur court,Westbound stop in Portland (Stop ID 165),45.462404,-122.703653,B,https://trimet.org/home/stop/165,0,,West,Opposite
168,168,SW Barbur & Capitol Hwy,southwest barbur & capitol highway,Eastbound stop in Portland (Stop ID 168),45.453229,-122.721559,B,https://trimet.org/home/stop/168,0,,East,Nearside
170,170,SW Barbur & Capitol Hill,southwest barbur & capitol hill,Southbound stop in Portland (Stop ID 170),45.465719,-122.697895,B,https://trimet.org/home/stop/170,0,,South,Farside
172,172,S Barbur & SW Hamilton,south barbur & southwest hamilton,Northbound stop in Portland (Stop ID 172),45.491186,-122.677725,B,https://trimet.org/home/stop/172,0,,North,Farside
173,173,SW Barbur & Hamilton,southwest barbur & hamilton,Westbound stop in Portland (Stop ID 173),45.491037,-122.678566,B,https://trimet.org/home/stop/173,0,,West,Nearside
174,174,SW Barbur & Hooker,southwest barbur & hooker,Northbound stop in Portland (Stop ID 174),45.502083,-122.681478,B,https://trimet.org/home/stop/174,0,,North,Nearside
175,175,SW Barbur & Hooker,southwest barbur & hooker,Southbound stop in Portland (Stop ID 175),45.502494,-122.68204,B,https://trimet.org/home/stop/175,0,,South,Nearside
176,176,SW Barbur & Lane,southwest barbur & lane,Southbound stop in Portland (Stop ID 176),45.496002,-122.678366,B,https://trimet.org/home/stop/176,0,,South,Nearside
177,177,SW Barbur & Lane,southwest barbur & lane,Northbound stop in Portland (Stop ID 177),45.495933,-122.678004,B,https://trimet.org/home/stop/177,0,,North,Opposite
178,178,SW Barbur & Luradel,southwest barbur & lura-dell,Southbound stop in Portland (Stop ID 178),45.45104,-122.727302,B,https://trimet.org/home/stop/178,0,,South,Opposite
179,179,SW Barbur & Luradel,southwest barbur & lura-dell,Northbound stop in Portland (Stop ID 179),45.450895,-122.727084,B,https://trimet.org/home/stop/179,0,,North,Farside
180,180,SW Barbur & Moss,southwest barbur & moss,Northbound stop in Portland (Stop ID 180),45.467494,-122.694279,B,https://trimet.org/home/stop/180,0,,North,Nearside
181,181,SW Barbur & Parkhill Dr,southwest barbur & parkhill drive,Southbound stop in Portland (Stop ID 181),45.476747,-122.679797,B,https://trimet.org/home/stop/181,0,,South,Farside
182,182,SW Barbur & Parkhill,southwest barbur & parkhill,Northbound stop in Portland (Stop ID 182),45.47748,-122.679657,B,https://trimet.org/home/stop/182,0,,North,Farside
183,183,11200 Block SW Barbur,11200 block southwest barbur,Eastbound stop in Portland (Stop ID 183),45.444197,-122.736505,B,https://trimet.org/home/stop/183,0,,East,At
184,184,11200 Block SW Barbur,11200 block southwest barbur,Westbound stop in Portland (Stop ID 184),45.444329,-122.736891,B,https://trimet.org/home/stop/184,0,,West,Opposite
185,185,SW Barbur & Pennoyer,southwest barbur & pennoyer,Southbound stop in Portland (Stop ID 185),45.497348,-122.679119,B,https://trimet.org/home/stop/185,0,,South,Opposite
186,186,SW Barbur & Pennoyer,southwest barbur & pennoyer,Northbound stop in Portland (Stop ID 186),45.497756,-122.679074,B,https://trimet.org/home/stop/186,0,,North,Farside
187,187,SW Barbur & Primrose,southwest barbur & primrose,Westbound stop in Portland (Stop ID 187),45.45963,-122.708465,B,https://trimet.org/home/stop/187,0,,West,Nearside
191,191,SW Barbur & Terwilliger,southwest barbur & ter*williger,Westbound stop in Portland (Stop ID 191),45.471217,-122.686158,B,https://trimet.org/home/stop/191,0,,West,Farside
193,193,SW Barbur & Terwilliger,southwest barbur & ter*williger,Eastbound stop in Portland (Stop ID 193),45.470919,-122.684976,B,https://trimet.org/home/stop/193,0,,East,Farside
194,194,8900 Block SW Barbur,eighty-nine-hundred block southwest barbur,Westbound stop in Portland (Stop ID 194),45.46085,-122.706299,B,https://trimet.org/home/stop/194,0,,West,At
195,195,SW Barbur & Whitaker,southwest barbur & whitihcurr,Northbound stop in Portland (Stop ID 195),45.499066,-122.679787,B,https://trimet.org/home/stop/195,0,,North,Farside
196,196,SW Barbur & Whitaker,southwest barbur & whitihcurr,Southbound stop in Portland (Stop ID 196),45.498602,-122.679812,B,https://trimet.org/home/stop/196,0,,South,Opposite
197,197,SW Barbur & Woods,southwest barbur & woods,Northbound stop in Portland (Stop ID 197),45.500753,-122.680756,B,https://trimet.org/home/stop/197,0,,North,Nearside
198,198,SW Barbur & Woods,southwest barbur & woods,Southbound stop in Portland (Stop ID 198),45.500985,-122.681148,B,https://trimet.org/home/stop/198,0,,South,Opposite
199,199,SW Barbur & Bertha,southwest barbur & bertha,Westbound stop in Portland (Stop ID 199),45.470468,-122.689602,B,https://trimet.org/home/stop/199,0,,West,Farside
200,200,SW Barbur & 13th,southwest barbur & 13th,Westbound stop in Portland (Stop ID 200),45.468799,-122.692526,B,https://trimet.org/home/stop/200,0,,West,Farside
201,201,SW Barbur & Evans,southwest barbur & evans,Southbound stop in Portland (Stop ID 201),45.467022,-122.695625,B,https://trimet.org/home/stop/201,0,,South,Nearside
202,202,SW Barbur & 19th,southwest barbur & 19th,Eastbound stop in Portland (Stop ID 202),45.465585,-122.697572,B,https://trimet.org/home/stop/202,0,,East,Nearside
203,203,SW Barbur & 2nd,southwest barbur & 2nd,Northbound stop in Portland (Stop ID 203),45.471449,-122.680575,B,https://trimet.org/home/stop/203,0,,North,Nearside
207,207,SW Barbur & 3rd,southwest barbur & 3rd,Westbound stop in Portland (Stop ID 207),45.471567,-122.680911,B,https://trimet.org/home/stop/207,0,,West,Nearside
208,208,SW Barbur & 30th,southwest barbur & 30th,Eastbound stop in Portland (Stop ID 208),45.459913,-122.707433,B,https://trimet.org/home/stop/208,0,,East,Farside
209,209,SW Barbur & 53rd,southwest barbur & 53rd,Westbound stop in Portland (Stop ID 209),45.446006,-122.730909,B,https://trimet.org/home/stop/209,0,,West,Nearside
210,210,SW Barbur & 53rd,southwest barbur & 53rd,Eastbound stop in Portland (Stop ID 210),45.446239,-122.730142,B,https://trimet.org/home/stop/210,0,,East,Farside
211,211,SW Pacific Hwy & 64th,southwest pacific highway & 64th,Eastbound stop in Portland (Stop ID 211),45.44298,-122.742702,B,https://trimet.org/home/stop/211,0,,East,Nearside
212,212,Barbur Transit Center,barbur transit center,Eastbound stop in Portland (Stop ID 212),45.454552,-122.71739,B,https://trimet.org/home/stop/212,0,,East,At
227,227,12200 Block NW Barnes,12200 block northwest barnes,Southbound stop in Beaverton (Stop ID 227),45.521371,-122.804301,B,https://trimet.org/home/stop/227,0,,South,At
228,228,NW Barnes & Saltzman,northwest barnes & saltzman,Northbound stop in Beaverton (Stop ID 228),45.52288,-122.805535,B,https://trimet.org/home/stop/228,0,,North,At
229,229,7600 Block SW Barnes,seventy-six-hundred block southwest barnes,Eastbound stop in Washington Co. (Stop ID 229),45.512534,-122.756523,B,https://trimet.org/home/stop/229,0,,East,Farside
230,230,8200 Block SW Barnes (Art School),eighty-two-hundred block southwest barnes (art school),Eastbound stop in Washington Co. (Stop ID 230),45.509866,-122.76171,B,https://trimet.org/home/stop/230,0,,East,Opposite
231,231,8200 Block SW Barnes (Art School),eighty-two-hundred block southwest barnes (art school),Westbound stop in Washington Co. (Stop ID 231),45.51042,-122.761308,B,https://trimet.org/home/stop/231,0,,West,At
233,233,9300 Block SW Barnes,ninety-three-hundred block southwest barnes,Eastbound stop in Washington Co. (Stop ID 233),45.509082,-122.773609,B,https://trimet.org/home/stop/233,0,,East,At
234,234,12400 Block NW Barnes,12400 block northwest barnes,Northbound stop in Beaverton (Stop ID 234),45.522025,-122.804718,B,https://trimet.org/home/stop/234,0,,North,Opposite
235,235,8800 Block SW Barnes (Catlin Gabel School),eighty-eight-hundred block southwest barnes (catlin gable school),Westbound stop in Washington Co. (Stop ID 235),45.508716,-122.767925,B,https://trimet.org/home/stop/235,0,,West,Nearside
236,236,SW Barnes & Leahy,southwest barnes & leahy,Eastbound stop in Washington Co. (Stop ID 236),45.511132,-122.760108,B,https://trimet.org/home/stop/236,0,,East,Nearside
237,237,SW Barnes & Leahy,southwest barnes & leahy,Westbound stop in Washington Co. (Stop ID 237),45.51142,-122.759947,B,https://trimet.org/home/stop/237,0,,West,Nearside
238,238,SW Barnes & Miller,southwest barnes & miller,Eastbound stop in Washington Co. (Stop ID 238),45.515763,-122.752319,B,https://trimet.org/home/stop/238,0,,East,Farside
239,239,SW Barnes & Miller,southwest barnes & miller,Westbound stop in Washington Co. (Stop ID 239),45.515366,-122.753601,B,https://trimet.org/home/stop/239,0,,West,Farside
240,240,SW Barnes & Monterey/St Vincent Hosp Dr,"southwest barnes & monterey, street vincent hospital drive",Westbound stop in Washington Co. (Stop ID 240),45.508877,-122.770308,B,https://trimet.org/home/stop/240,0,,West,Nearside
241,241,SW Barnes & Monterey,southwest barnes & monterey,Eastbound stop in Washington Co. (Stop ID 241),45.508719,-122.7708,B,https://trimet.org/home/stop/241,0,,East,Nearside
247,247,SW Barnes & W Stark,southwest barnes & west stark,Eastbound stop in Beaverton (Stop ID 247),45.519695,-122.801206,B,https://trimet.org/home/stop/247,0,,East,Farside
251,251,SW Barnes & 70th,southwest barnes & 70th,Eastbound stop in Washington Co. (Stop ID 251),45.516112,-122.748978,B,https://trimet.org/home/stop/251,0,,East,Opposite
252,252,SW Barnes & 70th,southwest barnes & 70th,Westbound stop in Washington Co. (Stop ID 252),45.516358,-122.749396,B,https://trimet.org/home/stop/252,0,,West,Farside
